,text,sentiment
1230,alabama anti discrimination bill to be named after apple s cook http t co tnuyzi qbt ,1
2510,pretty bad my has life left and it is only am ,0
1204, nd i aint even leave the house yet water u doin fam,0
1338,apple ceo cook with senator orrin hatch during washington d c http t co nzd iimibv ,1
2402,my phone keeps restarting on its own dont play me like that ,0
630, apple to pay million for infringing on ancient pager http t co l mn vvmv sure why not ,0
1847,fuck u ur chargers are made like shit,0
481, apple doesn t even own that handle lol siri knows nothing is what i wanted to tell you mac peeps,0
1834,from celebrates computer science education week http t co ,1
389, apple what if i don t want my money going to africa to fight aids we have problems here we need to fight ,0
1240,also i ve had my iphone for two days and it s already broken shout out to ,0
1851,fuck you ,0
221, iphone plus availability and wait update store verizon http t co edymmwiyen,1
603, apple s new patent against broken screens http t co lswpdlt ud ,1
1823,foreign currency exchange may be a headwind for http t co hh ljnoq x,1
3299,see which guru fund managers hold http t co dnmlxmfvh,1
2319,made a playlist on my without adding the auto downloaded u album put that playlist on shuffle heard u ,1
1756,doh out the ipod at the heart of the m antitrust case is the wrong model http t co wjriv zv,1
386, apple device with voicemail the phone being a phone it seems under developed ie listen message and take a note ,0
1865,geez i will have my mac by the rd of january i won t postpone any longer ,0
3552,update steve jobs emails featured in apple ipod u s antitrust trial aapl http t co zilhjzvy ,1
682, apple your chargers suck,0
1753,does anybody knows how to use on a macbook pro us keyboard you so much ,1
2227,i ve been talking with support for almost hours absolutely no help at all ,0
1736,dear apple is worse service ever http t co jhps df w,0
1422,apple intraday comments updated premium users http t co g tedlcb z,1
2279,lets go shopping http t co utfuhuojii,1
480, apple do something you cunt ,0
2168,iphones of future could save when you drop http t co tiubfslzgs ,1
2109,i m not playing no games https t co bu ux zr j,1
343, iad is a sign of the times but it doesn t match the company s innovative rep http t co l oqpw uz,1
68, aapl apple pay faces challenge as two drug stores reject it http t co iqdlbvyeam,0
3060,rt apple flash crash what you need to know http t co pbthsfeee,1
1087, teamcavuto it s all phony anger protestors don t really care about blacks dieing or how if they did they d be after chicago ,1
189, applelawsuit depends on exactly what did to hold back beat their competition are fair game competitive tactics amp unfair s yk,0
1521,apple dec daily profits sh http t co le r f crg,1
3411,the iwatch changing the face of watches http t co etftat k x ,1
306, why is my computer so slow,0
213, ios a visual history http t co ymt e iefl via ,1
2328,mark my words wild do away with the iphone c and bring back the iphone s is the ultimate form factor welcome iphone mini ,1
1887,got new cases http t co eit tsudcu http t co u w nhhmu,1
920, migreyes thank ,1
801, fireatwill i wrapped my charger and it began smoking do better apple ,0
1145, wdtuts does because one belongs to and the other to and the third is from via ,1
812, i ve probably spent more on replacing non functioning iphone cables than i ve spent on iphones ,0
2254,just overheard an employee tell some not to use capital letters in their password cause it will be easier to remember ,0
3515,torn between a note or an iphone lol jk apple i have a soul just need to save money for android,1
2122,in case of accident have you downloaded our free app yet http t co xfhk vbqnl,1
1549,apple s pt raised by bank of america to http t co grwiczyxqz aapl via ,1
1270,apple fibonacci levels intraday update aapl http t co hxqrytnfz,1
581, apple patents active fall protection system that shifts in midair http t co qwga ml ,1
886, landonboyd what about a penis emoji i m sick of implying that my dick looks like an eggplant ,0
1869,get the gaming nerd ads off the sec championship game ,0
2466,okay so now the sound to my phone is messed up i really think you re doing this on purpose ,0
1751,do not disturb setting so nice ,1
1713,dear sometimes when i write it means i want the word not the word it s not a typo ,0
636, apple update twitter for ipad pls or kys,1
2012,how make a realistic song length drum track using logic pro x drummer http t co o s zrqc http t co pnlkoldie ,1
419, apple family in app purchase approvals broken since friday you might have some very unhappy money losing developers come monday ,0
2555,rt your telling me there s no santa claus emoji ,0
1478,apple plans to launch iphone mini version in aapl http t co civvif xc,1
3571,watch out http t co b uq yedlx,1
2124,in emails jobs determined to keep ipod apple only aapl http t co jwk gra zq,1
962, onerepublic i really miss you ,1
2187,is apple most important stock on earth http t co s ple orww http t co zvw vwzzww,1
583, apple patents system that changes the position of an iphone mid air http t co s phpeb ,1
697, apple apple id should always b able to b set up w out cred card paypal gift card attach to it you ll still get your if they buy ,0
2256,just trying to buy a charger at apple store fifth avenue http t co wajgybxed,1
781, ee did that yesterday again the issue was with not has just added to the worst months of customer service ever ,0
133, aapl should apple amazon or ebay be portfolio picks for http t co awn mwjzg,1
3681,will inc profit margin continue upward motley fool http t co osldahbkjp,1
1761,early movers anf lyv amp more are the stocks posting the largest moves before the bell http t co ,1
2083,if made tape dispensers and staplers i would be all set http t co te ebic ,1
1181, may be best mac yet http t co w n mxcia,1
2611,rt world s first murder via facetime you for innovation http t co ,0
1246,an lg g apple iphone plus comparison apple plays catch up http t co umm hc i c,1
2430,nice job learn to code opportunities next week at apple stores nationally http t co jatgd ce q,1
749, charlesjmeyer hasn t apple been doing this for decades is why i don t support apple ,0
3642,why are your phone chargers so terrible fix this ,0
154, apple earns more in on quarter than has earned in its lifetime http t co exfvnpdeyx,1
615, apple stop be like samsung i chose you and not samsung for a ,0
634, apple u niggas really put this weak ass album n this gay ass artwork on my iphone im bout to go buy my first galaxy http t co wzjfn wkms,0
2032,i don t know what you re trying to do but phone updates are turned off for letting me by error http t co ymyoy hz ,0
3328,so with ios u can delete a contact but its not actually deleted fml fuck u ,0
1664,cnbctv a dazzler http t co nn msaa s ,1
1173, gift ideas for apple lover who has everything http t co rtcylosad ,1
2343,more evidence inc needs to motley fool http t co ugec c mr,1
1484,apple ios with fix for disappearing issue http t co yxu czofan ,1
3408,the sector has the largest multiplier effect when it comes to jobs employs while creating indirect jobs ,1
342, you suck,0
1095, what did macy s have to do with it or the other stores they blocked ,1
596, apple really needs to do something about these bullshit cords,0
797, fazenikan lol iphone weak get on that lumia level bruh,0
1167, being sick has a perk catching up on a million shows with ,1
2136,inspiring people steve jobs http t co iebqfgbgmr,1
1440,apple is warming up social media apple is hiring a social media guru in l a will http t co gmaxexcype via ,1
2252,just had to buy a replacement phone charger for my son s iphone why i ll never buy and product for myself just greedy ,0
3303,seriously wtf iphone it s been fucking up all day now it won t let me set my alarm for my lecture fkn you can pay my tuition,0
2233,jeff daniels in to play former apple ceo john sculley in aaron sorkin s steve jobs movie mac blog http t co qg cp ozaw ,1
1099, it s you,1
2121,in a bay area courtroom lawyers hit on history via http t co tsq durk b,1
1187, simple ought to know before buying a http t co gea xhhqsk,1
139, aapl presentation shows what makes world s biggest companies http t co qlh pqsosd,1
